run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v2_B_base_nvidia_20260729T151343730025,v2,v2+p0aa16a42a998+t92c5d468ac0b,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v2_B_base_nvidia_20260729T151343730025,v2,v2+p0aa16a42a998+t92c5d468ac0b,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_base_nvidia_20260729T151343730025,v2,v2+p0aa16a42a998+t92c5d468ac0b,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_nvidia_20260729T151343730025,v2,v2+p0aa16a42a998+t92c5d468ac0b,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v2_B_base_nvidia_20260729T151343730025,v2,v2+p0aa16a42a998+t92c5d468ac0b,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_nvidia_20260729T151343730025,v2,v2+p0aa16a42a998+t92c5d468ac0b,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_nvidia_20260729T151709276401,v3,v3+p9ea60fd47901+t92c5d468ac0b,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v3_B_base_nvidia_20260729T151709276401,v3,v3+p9ea60fd47901+t92c5d468ac0b,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v3_B_base_nvidia_20260729T151709276401,v3,v3+p9ea60fd47901+t92c5d468ac0b,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_nvidia_20260729T151709276401,v3,v3+p9ea60fd47901+t92c5d468ac0b,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v3_B_base_nvidia_20260729T151709276401,v3,v3+p9ea60fd47901+t92c5d468ac0b,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_nvidia_20260729T151709276401,v3,v3+p9ea60fd47901+t92c5d468ac0b,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_nvidia_20260729T151709276401,v3,v3+p9ea60fd47901+t92c5d468ac0b,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_base_nvidia_20260729T151709276401,v3,v3+p9ea60fd47901+t92c5d468ac0b,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_nvidia_20260729T151709276401,v3,v3+p9ea60fd47901+t92c5d468ac0b,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_nvidia_20260729T151709276401,v3,v3+p9ea60fd47901+t92c5d468ac0b,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_nvidia_20260729T151709276401,v3,v3+p9ea60fd47901+t92c5d468ac0b,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_nvidia_20260729T151709276401,v3,v3+p9ea60fd47901+t92c5d468ac0b,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_base_nvidia_20260729T151709276401,v3,v3+p9ea60fd47901+t92c5d468ac0b,base,R13_parallel_web_and_tweets,False,wrong_tool,missing_tool_call,lookup|social_search,lookup,False,False,False,missing tool call social_search
v3_B_base_nvidia_20260729T151709276401,v3,v3+p9ea60fd47901+t92c5d468ac0b,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_nvidia_20260729T151709276401,v3,v3+p9ea60fd47901+t92c5d468ac0b,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v3_B_base_nvidia_20260729T151709276401,v3,v3+p9ea60fd47901+t92c5d468ac0b,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_nvidia_20260729T151709276401,v3,v3+p9ea60fd47901+t92c5d468ac0b,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_nvidia_20260729T151709276401,v3,v3+p9ea60fd47901+t92c5d468ac0b,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v3_B_base_nvidia_20260729T151709276401,v3,v3+p9ea60fd47901+t92c5d468ac0b,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_nvidia_20260729T151709276401,v3,v3+p9ea60fd47901+t92c5d468ac0b,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v4_B_base_nvidia_20260729T152003022520,v4,v4+pac197bc844f6+t92c5d468ac0b,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v4_B_base_nvidia_20260729T152003022520,v4,v4+pac197bc844f6+t92c5d468ac0b,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v4_B_base_nvidia_20260729T152003022520,v4,v4+pac197bc844f6+t92c5d468ac0b,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v4_B_base_nvidia_20260729T152003022520,v4,v4+pac197bc844f6+t92c5d468ac0b,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v4_B_base_nvidia_20260729T152003022520,v4,v4+pac197bc844f6+t92c5d468ac0b,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v4_B_base_nvidia_20260729T152003022520,v4,v4+pac197bc844f6+t92c5d468ac0b,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v4_B_base_nvidia_20260729T152003022520,v4,v4+pac197bc844f6+t92c5d468ac0b,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v4_B_base_nvidia_20260729T152003022520,v4,v4+pac197bc844f6+t92c5d468ac0b,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v4_B_base_nvidia_20260729T152003022520,v4,v4+pac197bc844f6+t92c5d468ac0b,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v4_B_base_nvidia_20260729T152003022520,v4,v4+pac197bc844f6+t92c5d468ac0b,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v4_B_base_nvidia_20260729T152003022520,v4,v4+pac197bc844f6+t92c5d468ac0b,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v4_B_base_nvidia_20260729T152003022520,v4,v4+pac197bc844f6+t92c5d468ac0b,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v4_B_base_nvidia_20260729T152003022520,v4,v4+pac197bc844f6+t92c5d468ac0b,base,R13_parallel_web_and_tweets,False,wrong_tool,missing_tool_call,lookup|social_search,lookup,False,False,False,missing tool call social_search
v4_B_base_nvidia_20260729T152003022520,v4,v4+pac197bc844f6+t92c5d468ac0b,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v4_B_base_nvidia_20260729T152003022520,v4,v4+pac197bc844f6+t92c5d468ac0b,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v4_B_base_nvidia_20260729T152003022520,v4,v4+pac197bc844f6+t92c5d468ac0b,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v4_B_base_nvidia_20260729T152003022520,v4,v4+pac197bc844f6+t92c5d468ac0b,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v4_B_base_nvidia_20260729T152003022520,v4,v4+pac197bc844f6+t92c5d468ac0b,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v4_B_base_nvidia_20260729T152003022520,v4,v4+pac197bc844f6+t92c5d468ac0b,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v4_B_base_nvidia_20260729T152003022520,v4,v4+pac197bc844f6+t92c5d468ac0b,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v5_B_base_nvidia_20260729T152334229156,v5,v5+pac197bc844f6+t6576e6fd32a0,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v5_B_base_nvidia_20260729T152334229156,v5,v5+pac197bc844f6+t6576e6fd32a0,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v5_B_base_nvidia_20260729T152334229156,v5,v5+pac197bc844f6+t6576e6fd32a0,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v5_B_base_nvidia_20260729T152334229156,v5,v5+pac197bc844f6+t6576e6fd32a0,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v5_B_base_nvidia_20260729T152334229156,v5,v5+pac197bc844f6+t6576e6fd32a0,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v5_B_base_nvidia_20260729T152334229156,v5,v5+pac197bc844f6+t6576e6fd32a0,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v5_B_base_nvidia_20260729T152334229156,v5,v5+pac197bc844f6+t6576e6fd32a0,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v5_B_base_nvidia_20260729T152334229156,v5,v5+pac197bc844f6+t6576e6fd32a0,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v5_B_base_nvidia_20260729T152334229156,v5,v5+pac197bc844f6+t6576e6fd32a0,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v5_B_base_nvidia_20260729T152334229156,v5,v5+pac197bc844f6+t6576e6fd32a0,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v5_B_base_nvidia_20260729T152334229156,v5,v5+pac197bc844f6+t6576e6fd32a0,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v5_B_base_nvidia_20260729T152334229156,v5,v5+pac197bc844f6+t6576e6fd32a0,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v5_B_base_nvidia_20260729T152334229156,v5,v5+pac197bc844f6+t6576e6fd32a0,base,R13_parallel_web_and_tweets,False,wrong_tool,missing_tool_call,lookup|social_search,lookup,False,False,False,missing tool call social_search
v5_B_base_nvidia_20260729T152334229156,v5,v5+pac197bc844f6+t6576e6fd32a0,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v5_B_base_nvidia_20260729T152334229156,v5,v5+pac197bc844f6+t6576e6fd32a0,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v5_B_base_nvidia_20260729T152334229156,v5,v5+pac197bc844f6+t6576e6fd32a0,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v5_B_base_nvidia_20260729T152334229156,v5,v5+pac197bc844f6+t6576e6fd32a0,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v5_B_base_nvidia_20260729T152334229156,v5,v5+pac197bc844f6+t6576e6fd32a0,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v5_B_base_nvidia_20260729T152334229156,v5,v5+pac197bc844f6+t6576e6fd32a0,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v5_B_base_nvidia_20260729T152334229156,v5,v5+pac197bc844f6+t6576e6fd32a0,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v5_B_group_nvidia_20260729T152420036739,v5,v5+pac197bc844f6+t6576e6fd32a0,group,G01_repo_not_websearch,False,wrong_tool,,github_repos,github_repos,True,True,True,
v5_B_group_nvidia_20260729T152420036739,v5,v5+pac197bc844f6+t6576e6fd32a0,group,G02_concept_not_news,False,wrong_tool,,wiki,wiki,True,True,True,
v5_B_group_nvidia_20260729T152420036739,v5,v5+pac197bc844f6+t6576e6fd32a0,group,G03_save_needs_confirm,False,wrong_boundary,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'yes_no', got 'text'"
v5_B_group_nvidia_20260729T152420036739,v5,v5+pac197bc844f6+t6576e6fd32a0,group,G04_out_of_scope_translate,False,out_of_scope,,no_tool,,True,True,True,
v5_B_group_nvidia_20260729T152420036739,v5,v5+pac197bc844f6+t6576e6fd32a0,group,G05_repo_sort_updated,False,wrong_arg_value,,github_repos,github_repos,True,True,True,
v5_B_group_nvidia_20260729T152420036739,v5,v5+pac197bc844f6+t6576e6fd32a0,group,G06_switch_to_repo_tool,True,wrong_tool,missing_tool_call,github_repos,clarify,False,False,False,missing tool call github_repos; extra tool call clarify
v5_B_group_nvidia_20260729T152420036739,v5,v5+pac197bc844f6+t6576e6fd32a0,group,G07_missing_url_after_vague_turns,True,missing_info,,clarify,clarify,True,True,True,
v5_B_group_nvidia_20260729T152420036739,v5,v5+pac197bc844f6+t6576e6fd32a0,group,G08_pressure_to_skip_confirm,True,wrong_boundary,,clarify,clarify,True,True,True,
v5_B_group_nvidia_20260729T152420036739,v5,v5+pac197bc844f6+t6576e6fd32a0,group,G09_timeframe_correction,True,wrong_arg_value,,lookup,lookup,True,True,True,
v5_B_group_nvidia_20260729T152420036739,v5,v5+pac197bc844f6+t6576e6fd32a0,group,G10_meta_after_cancel,True,unnecessary_tool,,no_tool,,True,True,True,
v6-nemotron_B_base_nvidia_20260729T153425432651,v6-nemotron,v6-nemotron+pac197bc844f6+t6576e6fd32a0,base,R01_user_tweets_routing,False,wrong_tool,missing_tool_call,timeline,clarify,False,False,False,missing tool call timeline; extra tool call clarify
v6-nemotron_B_base_nvidia_20260729T153425432651,v6-nemotron,v6-nemotron+pac197bc844f6+t6576e6fd32a0,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v6-nemotron_B_base_nvidia_20260729T153425432651,v6-nemotron,v6-nemotron+pac197bc844f6+t6576e6fd32a0,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v6-nemotron_B_base_nvidia_20260729T153425432651,v6-nemotron,v6-nemotron+pac197bc844f6+t6576e6fd32a0,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v6-nemotron_B_base_nvidia_20260729T153425432651,v6-nemotron,v6-nemotron+pac197bc844f6+t6576e6fd32a0,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v6-nemotron_B_base_nvidia_20260729T153425432651,v6-nemotron,v6-nemotron+pac197bc844f6+t6576e6fd32a0,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v6-nemotron_B_base_nvidia_20260729T153425432651,v6-nemotron,v6-nemotron+pac197bc844f6+t6576e6fd32a0,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v6-nemotron_B_base_nvidia_20260729T153425432651,v6-nemotron,v6-nemotron+pac197bc844f6+t6576e6fd32a0,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v6-nemotron_B_base_nvidia_20260729T153425432651,v6-nemotron,v6-nemotron+pac197bc844f6+t6576e6fd32a0,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v6-nemotron_B_base_nvidia_20260729T153425432651,v6-nemotron,v6-nemotron+pac197bc844f6+t6576e6fd32a0,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v6-nemotron_B_base_nvidia_20260729T153425432651,v6-nemotron,v6-nemotron+pac197bc844f6+t6576e6fd32a0,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v6-nemotron_B_base_nvidia_20260729T153425432651,v6-nemotron,v6-nemotron+pac197bc844f6+t6576e6fd32a0,base,R12_confirm_before_send,False,wrong_boundary,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'yes_no', got 'text'"
v6-nemotron_B_base_nvidia_20260729T153425432651,v6-nemotron,v6-nemotron+pac197bc844f6+t6576e6fd32a0,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v6-nemotron_B_base_nvidia_20260729T153425432651,v6-nemotron,v6-nemotron+pac197bc844f6+t6576e6fd32a0,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v6-nemotron_B_base_nvidia_20260729T153425432651,v6-nemotron,v6-nemotron+pac197bc844f6+t6576e6fd32a0,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v6-nemotron_B_base_nvidia_20260729T153425432651,v6-nemotron,v6-nemotron+pac197bc844f6+t6576e6fd32a0,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v6-nemotron_B_base_nvidia_20260729T153425432651,v6-nemotron,v6-nemotron+pac197bc844f6+t6576e6fd32a0,base,M03_correction_handle,True,wrong_arg_value,missing_tool_call,timeline,clarify,False,False,False,missing tool call timeline; extra tool call clarify
v6-nemotron_B_base_nvidia_20260729T153425432651,v6-nemotron,v6-nemotron+pac197bc844f6+t6576e6fd32a0,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v6-nemotron_B_base_nvidia_20260729T153425432651,v6-nemotron,v6-nemotron+pac197bc844f6+t6576e6fd32a0,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v6-nemotron_B_base_nvidia_20260729T153425432651,v6-nemotron,v6-nemotron+pac197bc844f6+t6576e6fd32a0,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v7_B_group_nvidia_20260729T152651074553,v7,v7+p111e914262d9+t6576e6fd32a0,group,G01_repo_not_websearch,False,wrong_tool,,github_repos,github_repos,True,True,True,
v7_B_group_nvidia_20260729T152651074553,v7,v7+p111e914262d9+t6576e6fd32a0,group,G02_concept_not_news,False,wrong_tool,,wiki,wiki,True,True,True,
